Circuit Analysis

Logic Exp: C5S2=((((J nand K) nand ((J or K) or (L and M))) nand (((N nand P) nand (O nand (P nand Q))) nand ((O nand (P nand Q)) nand ((P nand Q) nand R)))) nand (((O nand (P nand Q)) nand ((P nand Q) nand p1)) nand ((A xor B) xor C)))

Truth Table:
+---+---+---+---+---+---+---+---+---+----+---+---+---+------+
| J | K | L | M | N | P | O | Q | R | p1 | A | B | C | C5S2 |
| 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 0 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 0 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 1 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0  | 1 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 0 | 0 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 0 | 1 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 1 | 0 | 1 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 1 | 1 | 0 |  0   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 0 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 1 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 1 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 0 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 1 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 1 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0  | 1 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 0 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 0 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 0 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 0 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 1 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 1 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 1 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1  | 1 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0  | 0 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0  | 0 | 0 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0  | 0 | 1 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0  | 0 | 1 | 1 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0  | 1 | 0 | 0 |  1   |
| 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0  | 1 | 0 | 1 |  1   |
